Index,EAN,Internal ID,Stock,Price
490,6960093635647,73,18,554
491,1116233032516,56,908,30
492,1292994001241,84,192,887
493,4140802979664,85,97,331
494,1355864358750,18,879,591
495,9481057618447,29,214,916
496,1079888402359,91,18,947
497,6590567626644,15,795,875
498,6553047471400,47,857,188
499,4567497419778,77,85,472
500,6830121819120,13,188,179
501,1837694040819,98,579,545
502,9252927455734,11,403,327
503,4081132423888,98,728,676
504,2220995003857,74,236,285
505,8683923472325,50,636,187
506,9340096323098,77,50,845
507,7956713347426,77,743,521
508,8781986664890,79,849,445
509,7586798432504,47,20,514
510,5883199723111,56,624,51
511,9107919341338,37,926,188
512,5268532373121,11,994,140
513,4119280973174,65,132,148
514,8746350981164,73,309,807
515,4508150094857,30,888,624
516,9157267989690,42,920,88
517,4092439130843,8,567,258
518,2940906070418,93,555,918
519,7503914983474,54,654,264
520,6970226433521,65,166,586
521,7995599278530,50,37,318
522,8759434322371,3,943,848
523,7664681830160,75,551,993
524,1096762664627,79,977,604
525,4510684683957,49,690,301
526,7296098794621,87,647,521
527,4832641996109,30,426,926
528,7796378769207,20,806,555
529,4099655862343,76,592,767
530,3570484505324,56,807,878
531,7347447906278,99,657,88
532,6172787878326,56,685,957
533,4735140775773,86,914,507
534,7506623252527,36,472,629
535,5727482854185,31,540,820
536,4014473573899,70,893,742
537,1410703997825,26,437,438
538,1700566569476,2,233,232
539,6271358830418,30,111,909
540,7749270277059,8,188,40
541,4688068842594,83,959,610
542,9208047084095,33,261,692
543,8538874284544,93,760,217
544,1699211264203,20,981,559
545,4883585511071,33,867,136
546,9862442042335,98,955,795
547,7519963906388,53,93,631
548,8183809175352,25,151,42
549,6114405158786,51,243,486
550,2100890661331,14,283,534
551,8565544226382,51,916,538
552,2463910571769,87,129,521
553,0464305145314,21,676,544
554,2613864023825,48,879,278
555,6282704572098,47,324,974
556,3690895359122,84,398,392
557,2214891737305,65,912,847
558,0278360800268,24,624,738
559,9225574430638,6,279,316
560,1603990662488,29,179,284
561,1148931268362,40,489,175
562,3389334309889,98,654,91
563,7802003817912,91,433,178
564,0140515886987,57,609,85
565,5585193710301,32,353,153
566,1659527077348,86,948,325
567,5131514472344,39,978,6
568,0149237233598,56,806,596
569,7588561146823,61,866,82
570,4864980706651,39,884,570
571,5318222970199,44,229,575
572,0887199219877,32,469,460
573,2049879741780,26,819,977
574,7234505592149,28,104,179
575,8320731194765,67,485,639
576,9381096417905,20,594,167
577,1429529508245,30,796,397
578,8494478832355,74,259,886
579,4977952247370,39,296,806
580,1755588022812,34,437,552
581,5099910412398,56,533,378
582,9349946662455,96,407,325
583,5961238194310,51,649,430
584,9785867433420,54,277,54
585,8968701607909,39,128,419
586,3785557300434,71,857,394
587,5400683810685,25,719,374
588,4158722953879,72,316,368
589,9189271160901,4,288,912
590,0984647347707,57,752,773
591,2545633362074,68,385,336
592,6304053783731,82,7,828
593,8035943401937,91,965,329
594,6796208055334,9,566,281
595,7877564252137,32,148,563
596,6029336615478,14,516,701
597,2546665686268,84,305,749
598,9418305526360,74,18,306
599,0746403300568,29,625,870
600,3811547989003,13,448,415
601,2449357535267,62,114,326
602,4664311885945,86,288,304
603,4128025134848,90,57,566
604,6147512304722,65,629,537
605,9465195788675,20,340,797
606,1383980924146,96,774,843
607,5032226683878,29,138,818
608,6395954724374,68,316,253
609,9599290892569,54,737,477
610,2405636279116,51,97,123
611,6493741654641,12,923,39
612,2418597976796,88,165,110
613,5445089579972,64,428,832
614,7154869978840,47,339,435
615,6344139836562,96,360,777
616,5881589490513,13,149,577
617,1427505185251,20,79,554
618,1436537905232,71,742,362
619,3412217146230,54,623,943
620,2559711428811,79,188,566
621,7998711620958,35,924,944
622,6740901790566,23,840,372
623,3795233349787,24,141,713
624,1128590851211,3,762,846
625,2826964631436,48,121,212
626,0362408823156,97,516,42
627,1839969252125,23,930,411
628,3200306665607,60,461,857
629,5764033023874,67,503,298
630,1750896466488,47,281,847
631,5617730260090,7,744,260
632,6982219310498,25,406,155
633,6321814763498,77,164,667
634,5235005961567,8,305,739
635,0824710509000,45,165,216
636,3590556397824,33,229,586
637,9778742691701,56,697,549
638,8595442772117,51,745,26
639,6108856394534,98,346,787
640,1159447466630,18,192,111
641,8951118915330,18,374,416
642,7212413704991,6,231,792
643,2804102344080,95,869,546
644,4370210075201,65,505,492
645,6940421158260,20,512,708
646,3708897085137,65,273,838
647,4032015535204,55,244,818
648,2489474016157,34,792,489
649,7665931635368,3,555,895
650,0494588139281,87,410,433
651,0427137629438,86,198,681
652,2272544103365,22,693,662
653,2548393566645,88,237,952
654,6823552904763,42,265,76
655,5328429140820,6,716,717
656,1967541883259,28,911,150
657,6973227909316,21,19,125
658,4534848125169,26,443,726
659,8018670484954,90,870,694
660,6500515379362,25,475,198
661,8119465964238,99,133,552
662,9142523983246,78,452,2
663,9686820324628,94,490,143
664,5329337011288,47,113,580
665,2291456792900,13,590,145
666,3282196244506,11,889,295
667,9683887741573,44,325,26
668,0697047450921,39,402,797
669,0242617819327,18,132,96
670,2139791635462,50,672,725
671,1798612421038,99,154,37
672,1131982087044,43,778,244
673,5321425258810,87,490,250
674,4443998595213,24,468,13
675,8814926546779,60,444,211
676,9867761558376,32,717,451
677,5873565362334,18,631,398
678,1192404989490,22,339,71
679,4064085812893,40,954,917
680,4611722691290,56,785,760
681,5191271981381,73,512,78
682,6732245339129,57,863,253
683,0907849458576,27,199,402
684,9467725814571,97,4,763
685,8340067352738,92,708,218
686,5101418032227,67,677,354
687,9878404396989,21,759,34
688,9107077625523,76,414,140
689,5200886425170,69,10,945
690,4280461388176,35,960,232
691,9438036685709,4,561,35
692,4061888328439,46,307,557
693,2243794882928,5,795,175
694,1715952779834,35,986,637
695,4234826856367,64,123,864
696,7274655950239,96,267,588
697,2142871280988,86,971,171
698,4654875738504,63,891,667
699,2948402284483,51,460,294
700,4619117957983,39,422,802
701,4820159966660,91,909,456
702,7294024193388,5,157,377
703,8075229649592,70,280,477
704,4455234325669,2,668,376
705,7535532821135,65,311,865
706,4124234788902,24,921,973
707,0173729260083,54,788,931
708,1242214548094,27,838,443
709,4246200645764,7,301,931
710,2406957622063,81,315,376
711,6669769095326,95,487,411
712,0522317843441,26,61,53
713,5194677362051,52,748,373
714,5450838804038,62,728,750
715,2660716474663,9,103,2
716,5401676692349,40,868,982
717,3501231153178,32,444,257
718,2823037456262,76,441,688
719,7042533607410,31,490,13
720,4404151889389,26,528,93
721,1612037926940,97,201,925
722,5977517902224,32,307,190
723,9095987738504,27,469,245
724,0138441075407,24,765,163
725,8314024819541,43,345,226
726,9576553204789,64,106,193
727,5876063058389,63,578,229
728,8889361375123,78,528,130
729,6856223720126,78,116,865
730,0313654619529,79,524,487
731,5580889858763,52,931,537
732,9423574926278,95,44,863
733,3576213144697,21,238,789
734,1671838392927,63,319,6
735,8060190334622,2,714,108
736,3288129451409,66,89,393
737,4654999605614,5,454,487
738,0829715410429,76,35,96
739,8205916152238,34,418,639
740,7900957363582,15,487,433
741,6608056022263,15,160,120
742,0406527911643,92,425,367
743,1077983158188,61,774,969
744,7052248917827,61,11,486
745,4655666965369,93,146,526
746,7886119466110,31,449,3
747,3067217749471,36,198,598
748,9422536746282,46,371,179
749,7961395780126,68,814,184
750,4098166415994,95,681,55
751,5624782715157,60,825,360
752,9866836999571,89,144,314
753,3315321951878,42,727,420
754,4699554791784,24,696,953
755,5373338689601,21,952,924
756,0956830913891,46,841,212
757,5453607848073,71,824,196
758,2133815372876,83,360,762
759,3075494380348,33,655,371
760,9255995386900,80,125,294
761,1277588940830,89,902,564
762,5401471477295,52,948,619
763,6620080257817,41,875,28
764,9050907338325,60,900,962
765,5694616465893,51,984,677
766,5462877610921,14,832,938
767,7248060091092,31,943,475
768,2555654135564,59,974,937
769,4137182288523,94,273,306
770,3766905641126,89,19,683
771,6894170088302,7,190,383
772,1008091378236,70,300,187
773,0592879773722,32,529,455
774,2638604451416,62,159,739
775,0389319649415,31,851,853
776,0815947986771,48,665,550
777,1165662002461,42,190,510
778,5786893214780,69,764,922
779,1614013309648,47,897,415
780,1983171041340,97,766,450
781,6460980436642,4,485,624
782,6466997737000,34,5,612
783,4009889341514,49,756,523
784,6897764962309,34,473,855
785,2053235579078,99,615,659
786,9108703905286,60,844,407
787,3836571162161,52,174,984
788,7033131880565,75,119,763
789,9482072931450,5,551,296
790,0912277610465,80,238,934
791,6276101528192,1,987,42
792,9103187665695,50,309,316
793,9748548744871,58,534,243
794,3477191330662,83,809,888
795,6540556428230,68,704,574
796,6725611027669,63,668,221
797,1104962954575,85,65,720
798,8626251059820,5,740,835
799,6613151349603,45,947,153
800,1030735614219,3,415,929
801,7639091764633,50,227,774
802,2640120910483,50,510,690
803,6432918307409,6,848,972
804,1889885153570,80,362,929
805,3474083938340,16,279,875
806,9655074235356,6,458,610
807,1191394399951,97,866,99
808,2187596760476,63,541,836
809,7617253134227,39,885,418
810,1481486983732,99,238,84
811,0286217042679,61,341,225
812,0469592543256,48,727,666
813,7776380392624,62,65,919
814,6422883857269,71,551,679
815,0562144801771,63,123,690
816,3706471346148,3,630,571
817,7100375085510,79,905,799
818,2246603484221,43,244,913
819,8169103123893,92,571,106
820,4281290931717,70,327,149
821,2428309619972,67,640,329
822,1517977488551,45,315,938
823,2536259318842,37,316,672
824,7213857214664,95,540,886
825,0939722327877,71,678,397
826,3436734629465,55,566,665
827,3794327569018,4,170,587
828,7312547653650,95,176,792
829,9576590045284,9,177,173
830,6981531275812,63,34,686
831,1675407270302,68,161,12
832,3571068770299,19,553,79
833,1356274708258,52,549,263
834,2143695274399,69,90,345
835,8800872476833,36,647,296
836,5327652260596,79,267,153
837,9690592991810,41,368,535
838,8182815022124,55,278,69
839,3741390990614,35,351,6
840,2857921380647,1,761,77
841,3086770067266,11,763,842
842,1716277875492,25,350,900
843,9252944920246,70,504,563
844,7782855945837,28,737,181
845,9098166684029,65,899,740
846,7500104767760,29,130,947
847,5880624610886,99,426,640
848,6399890864934,16,489,553
849,1647105352543,76,63,734
850,5092865909784,5,845,471
851,9233459219766,88,452,18
852,4785343942021,18,609,214
853,8966082288892,51,294,620
854,5769779747855,47,665,813
855,8863193074096,98,588,552
856,5815563570816,36,290,773
857,5659190758601,98,331,486
858,9335165114127,99,9,147
859,1722775033302,81,134,491
860,6651211092281,83,611,17
861,6965990984614,8,287,116
862,0781844445607,83,165,318
863,9364157389908,93,801,181
864,8091603844766,29,29,718
865,9351511614042,77,288,687
866,3548527868125,21,12,292
867,8544072888248,30,434,542
868,6070528036694,27,982,37
869,8065337635594,67,495,365
870,8632115384830,27,239,308
871,3470881033812,97,811,382
872,5211867335562,12,710,363
873,5079557953768,34,132,173
874,1609346706547,65,554,18
875,4652485312022,57,958,263
876,5995726532629,60,274,596
877,0626482505569,15,709,944
878,4287569358902,42,979,91
879,4520411357440,43,638,856
880,7198748431668,87,884,830
881,1975762950063,23,63,759
882,8704425928803,61,409,526
883,7037353371467,29,658,843
884,8164658748157,18,846,633
885,9924223464856,56,628,759
886,9999788805819,27,316,907
887,6399597325356,56,548,440
888,7795887436396,66,923,619
889,3904186692011,14,553,288
890,2115839774430,87,590,107
891,8623966845595,16,209,67
892,4145180022070,68,912,219
893,7408998343469,89,59,706
894,4343117740558,86,203,156
895,4216008800382,59,798,349
896,9360790531568,8,423,347
897,8679393528525,4,755,642
898,2509571439212,75,556,669
899,7642119730558,72,335,450
900,4587863883941,76,72,409
901,1302473349099,32,767,276
902,2470110173273,50,291,136
903,5429497802730,6,52,10
904,8839782807574,22,218,841
905,9399109365617,27,249,154
906,1385058144517,23,997,590
907,7112653834185,11,583,234
908,4084340016361,45,209,250
909,4750613736372,79,283,938
910,9553594802303,31,715,628
911,2794570316736,92,62,399
912,6501159078543,57,667,2
913,9773602066514,29,372,595
914,0356092716610,93,725,217
915,0261114404843,1,820,108
916,3116030885320,80,565,899
917,0027111517876,78,360,327
918,5584452608113,7,585,439
919,3398486721241,37,535,753
920,9613803086419,81,384,294
921,7043324479292,30,431,333
922,0296275114508,70,384,393
923,0109356703921,46,455,369
924,7443270562404,1,616,294
925,6702837648694,87,984,532
926,3244861723952,71,244,603
927,5605556206163,22,940,878
928,5058779532722,11,671,113
929,6526030155212,52,692,728
930,4770366713376,42,473,265
931,4915864333439,97,758,438
932,8122295528624,94,768,564
933,0918966386611,19,895,889
934,4047955085153,6,866,264
935,5673317682594,13,344,586
936,7093649981109,76,197,368
937,0785076559712,39,362,305
938,1455678162625,88,378,268
939,3809958089511,2,876,757
940,7401847747784,95,586,81
941,5125709687491,92,54,791
942,1476265316450,1,271,327
943,9679589794719,98,979,261
944,2649031963915,94,797,256
945,6681037526202,95,646,811
946,1929458784616,73,709,569
947,9611200504161,54,63,794
948,0362625410061,19,303,109
949,1348461510232,20,753,465
950,9795991578447,31,296,17
951,6847915716046,41,680,539
952,2508010280118,8,618,265
953,8973085861700,57,135,794
954,7664006417854,62,309,176
955,9604736583311,94,485,619
956,2281384252713,51,553,730
957,3707355575838,67,146,444
958,9537308288263,1,123,913
959,0158374115735,24,710,912
960,0254169870985,20,113,186
961,8650292836126,47,414,245
962,0066610671344,24,533,286
963,2151159085924,67,824,359
964,1975867823149,22,13,613
965,8504740784593,94,403,523
966,6883998205572,23,306,168
967,4805331056643,76,337,610
968,7800955974004,64,685,886
969,1213414093585,60,590,744
970,8133136534599,7,564,288
971,2843493815182,69,309,688
972,6038646928925,94,392,655
973,8237577435535,42,290,481
974,1469755607992,98,895,967
975,2738344665712,24,433,85
976,2549600593973,61,171,279
977,9646571244248,55,775,79
978,8178401993176,44,666,253
979,1726958252450,19,40,442
980,5633082464665,43,61,920
981,7424378582709,75,104,844
982,3707133438331,83,706,597
983,0340476983217,81,729,698
984,5141439756733,18,79,876
985,1964887112869,68,655,149
986,5881833574099,42,61,573
987,3142810522215,4,158,586
988,3004729927478,67,908,861
989,4848154927332,64,974,43
990,7520509045294,1,664,66
991,1871775869036,34,645,236
992,2914095532873,25,26,848
993,9912909694000,98,98,212
994,5350910239126,58,767,975
995,7143576547593,72,911,81
996,6753933178356,1,166,601
997,2520919839952,28,787,841
